Series ID,Year,Period,Label,Value
LNS11300001,1979,M11,1979 Nov,77.5
LNS11300001,1979,M12,1979 Dec,77.6
LNS11300001,1980,M01,1980 Jan,77.8
LNS11300001,1980,M02,1980 Feb,77.9
LNS11300001,1980,M03,1980 Mar,77.6
LNS11300001,1980,M04,1980 Apr,77.5
LNS11300001,1980,M05,1980 May,77.7
LNS11300001,1980,M06,1980 Jun,77.4
LNS11300001,1980,M07,1980 Jul,77.5
LNS11300001,1980,M08,1980 Aug,77.3
LNS11300001,1980,M09,1980 Sep,77.2
LNS11300001,1980,M10,1980 Oct,77.3
LNS11300001,1980,M11,1980 Nov,77.3
LNS11300001,1980,M12,1980 Dec,77.0
LNS11300001,1981,M01,1981 Jan,77.3
LNS11300001,1981,M02,1981 Feb,77.2
LNS11300001,1981,M03,1981 Mar,77.3
LNS11300001,1981,M04,1981 Apr,77.5
LNS11300001,1981,M05,1981 May,77.5
LNS11300001,1981,M06,1981 Jun,76.7
LNS11300001,1981,M07,1981 Jul,76.8
LNS11300001,1981,M08,1981 Aug,76.9
LNS11300001,1981,M09,1981 Sep,76.6
LNS11300001,1981,M10,1981 Oct,76.7
LNS11300001,1981,M11,1981 Nov,76.7
LNS11300001,1981,M12,1981 Dec,76.6
LNS11300001,1982,M01,1982 Jan,76.6
LNS11300001,1982,M02,1982 Feb,76.7
LNS11300001,1982,M03,1982 Mar,76.6
LNS11300001,1982,M04,1982 Apr,76.7
LNS11300001,1982,M05,1982 May,77.0
LNS11300001,1982,M06,1982 Jun,76.5
LNS11300001,1982,M07,1982 Jul,76.5
LNS11300001,1982,M08,1982 Aug,76.6
LNS11300001,1982,M09,1982 Sep,76.7
LNS11300001,1982,M10,1982 Oct,76.7
LNS11300001,1982,M11,1982 Nov,76.7
LNS11300001,1982,M12,1982 Dec,76.5
LNS11300001,1983,M01,1983 Jan,76.1
LNS11300001,1983,M02,1983 Feb,76.0
LNS11300001,1983,M03,1983 Mar,76.0
LNS11300001,1983,M04,1983 Apr,76.1
LNS11300001,1983,M05,1983 May,76.1
LNS11300001,1983,M06,1983 Jun,76.8
LNS11300001,1983,M07,1983 Jul,76.7
LNS11300001,1983,M08,1983 Aug,76.7
LNS11300001,1983,M09,1983 Sep,76.5
LNS11300001,1983,M10,1983 Oct,76.3
LNS11300001,1983,M11,1983 Nov,76.5
LNS11300001,1983,M12,1983 Dec,76.3
LNS11300001,1984,M01,1984 Jan,76.1
LNS11300001,1984,M02,1984 Feb,76.2
LNS11300001,1984,M03,1984 Mar,76.2
LNS11300001,1984,M04,1984 Apr,76.2
LNS11300001,1984,M05,1984 May,76.3
LNS11300001,1984,M06,1984 Jun,76.6
LNS11300001,1984,M07,1984 Jul,76.4
LNS11300001,1984,M08,1984 Aug,76.3
LNS11300001,1984,M09,1984 Sep,76.5
LNS11300001,1984,M10,1984 Oct,76.3
LNS11300001,1984,M11,1984 Nov,76.4
LNS11300001,1984,M12,1984 Dec,76.5
LNS11300001,1985,M01,1985 Jan,76.3
LNS11300001,1985,M02,1985 Feb,76.2
LNS11300001,1985,M03,1985 Mar,76.3
LNS11300001,1985,M04,1985 Apr,76.4
LNS11300001,1985,M05,1985 May,76.3
LNS11300001,1985,M06,1985 Jun,76.1
LNS11300001,1985,M07,1985 Jul,76.2
LNS11300001,1985,M08,1985 Aug,76.2
LNS11300001,1985,M09,1985 Sep,76.3
LNS11300001,1985,M10,1985 Oct,76.4
LNS11300001,1985,M11,1985 Nov,76.2
LNS11300001,1985,M12,1985 Dec,76.1
LNS11300001,1986,M01,1986 Jan,76.2
LNS11300001,1986,M02,1986 Feb,76.2
LNS11300001,1986,M03,1986 Mar,76.2
LNS11300001,1986,M04,1986 Apr,76.2
LNS11300001,1986,M05,1986 May,76.2
LNS11300001,1986,M06,1986 Jun,76.3
LNS11300001,1986,M07,1986 Jul,76.3
LNS11300001,1986,M08,1986 Aug,76.1
LNS11300001,1986,M09,1986 Sep,76.3
LNS11300001,1986,M10,1986 Oct,76.2
LNS11300001,1986,M11,1986 Nov,76.4
LNS11300001,1986,M12,1986 Dec,76.3
LNS11300001,1987,M01,1987 Jan,76.3
LNS11300001,1987,M02,1987 Feb,76.3
LNS11300001,1987,M03,1987 Mar,76.2
LNS11300001,1987,M04,1987 Apr,76.1
LNS11300001,1987,M05,1987 May,76.4
LNS11300001,1987,M06,1987 Jun,76.1
LNS11300001,1987,M07,1987 Jul,76.0
LNS11300001,1987,M08,1987 Aug,76.3
LNS11300001,1987,M09,1987 Sep,76.0
LNS11300001,1987,M10,1987 Oct,76.2
LNS11300001,1987,M11,1987 Nov,76.1
LNS11300001,1987,M12,1987 Dec,76.1
LNS11300001,1988,M01,1988 Jan,76.2
LNS11300001,1988,M02,1988 Feb,76.2
LNS11300001,1988,M03,1988 Mar,75.9
LNS11300001,1988,M04,1988 Apr,76.2
LNS11300001,1988,M05,1988 May,76.2
LNS11300001,1988,M06,1988 Jun,76.2
LNS11300001,1988,M07,1988 Jul,76.2
LNS11300001,1988,M08,1988 Aug,76.5
LNS11300001,1988,M09,1988 Sep,76.2
LNS11300001,1988,M10,1988 Oct,76.1
LNS11300001,1988,M11,1988 Nov,76.1
LNS11300001,1988,M12,1988 Dec,76.0
LNS11300001,1989,M01,1989 Jan,76.4
LNS11300001,1989,M02,1989 Feb,76.3
LNS11300001,1989,M03,1989 Mar,76.3
LNS11300001,1989,M04,1989 Apr,76.5
LNS11300001,1989,M05,1989 May,76.3
LNS11300001,1989,M06,1989 Jun,76.7
LNS11300001,1989,M07,1989 Jul,76.5
LNS11300001,1989,M08,1989 Aug,76.5
LNS11300001,1989,M09,1989 Sep,76.1
LNS11300001,1989,M10,1989 Oct,76.5
LNS11300001,1989,M11,1989 Nov,76.4
LNS11300001,1989,M12,1989 Dec,76.4
LNS11300001,1990,M01,1990 Jan,76.7
LNS11300001,1990,M02,1990 Feb,76.6
LNS11300001,1990,M03,1990 Mar,76.6
LNS11300001,1990,M04,1990 Apr,76.4
LNS11300001,1990,M05,1990 May,76.4
LNS11300001,1990,M06,1990 Jun,76.3
LNS11300001,1990,M07,1990 Jul,76.3
LNS11300001,1990,M08,1990 Aug,76.3
LNS11300001,1990,M09,1990 Sep,76.1
LNS11300001,1990,M10,1990 Oct,76.2
LNS11300001,1990,M11,1990 Nov,76.3
LNS11300001,1990,M12,1990 Dec,76.3
LNS11300001,1991,M01,1991 Jan,76.0
LNS11300001,1991,M02,1991 Feb,75.9
LNS11300001,1991,M03,1991 Mar,76.1
LNS11300001,1991,M04,1991 Apr,76.0
LNS11300001,1991,M05,1991 May,75.8
LNS11300001,1991,M06,1991 Jun,75.8
LNS11300001,1991,M07,1991 Jul,75.8
LNS11300001,1991,M08,1991 Aug,75.6
LNS11300001,1991,M09,1991 Sep,75.8
LNS11300001,1991,M10,1991 Oct,75.6
LNS11300001,1991,M11,1991 Nov,75.5
LNS11300001,1991,M12,1991 Dec,75.4
LNS11300001,1992,M01,1992 Jan,75.7
LNS11300001,1992,M02,1992 Feb,75.6
LNS11300001,1992,M03,1992 Mar,75.8
LNS11300001,1992,M04,1992 Apr,75.8
LNS11300001,1992,M05,1992 May,76.1
LNS11300001,1992,M06,1992 Jun,76.2
LNS11300001,1992,M07,1992 Jul,76.0
LNS11300001,1992,M08,1992 Aug,76.0
LNS11300001,1992,M09,1992 Sep,75.9
LNS11300001,1992,M10,1992 Oct,75.6
LNS11300001,1992,M11,1992 Nov,75.6
LNS11300001,1992,M12,1992 Dec,75.5
LNS11300001,1993,M01,1993 Jan,75.4
LNS11300001,1993,M02,1993 Feb,75.4
LNS11300001,1993,M03,1993 Mar,75.6
LNS11300001,1993,M04,1993 Apr,75.4
LNS11300001,1993,M05,1993 May,75.6
LNS11300001,1993,M06,1993 Jun,75.7
LNS11300001,1993,M07,1993 Jul,75.7
LNS11300001,1993,M08,1993 Aug,75.7
LNS11300001,1993,M09,1993 Sep,75.2
LNS11300001,1993,M10,1993 Oct,75.3
LNS11300001,1993,M11,1993 Nov,75.1
LNS11300001,1993,M12,1993 Dec,75.0
LNS11300001,1994,M01,1994 Jan,75.3
LNS11300001,1994,M02,1994 Feb,75.1
LNS11300001,1994,M03,1994 Mar,74.9
LNS11300001,1994,M04,1994 Apr,74.9
LNS11300001,1994,M05,1994 May,74.8
LNS11300001,1994,M06,1994 Jun,74.7
LNS11300001,1994,M07,1994 Jul,74.8
LNS11300001,1994,M08,1994 Aug,75.0
LNS11300001,1994,M09,1994 Sep,75.0
LNS11300001,1994,M10,1994 Oct,75.2
LNS11300001,1994,M11,1994 Nov,75.2
LNS11300001,1994,M12,1994 Dec,75.4
LNS11300001,1995,M01,1995 Jan,75.4
LNS11300001,1995,M02,1995 Feb,75.4
LNS11300001,1995,M03,1995 Mar,75.3
LNS11300001,1995,M04,1995 Apr,75.3
LNS11300001,1995,M05,1995 May,74.9
LNS11300001,1995,M06,1995 Jun,75.0
LNS11300001,1995,M07,1995 Jul,74.9
LNS11300001,1995,M08,1995 Aug,74.8
LNS11300001,1995,M09,1995 Sep,75.0
LNS11300001,1995,M10,1995 Oct,74.7
LNS11300001,1995,M11,1995 Nov,74.6
LNS11300001,1995,M12,1995 Dec,74.6
LNS11300001,1996,M01,1996 Jan,74.6
LNS11300001,1996,M02,1996 Feb,74.9
LNS11300001,1996,M03,1996 Mar,74.9
LNS11300001,1996,M04,1996 Apr,74.9
LNS11300001,1996,M05,1996 May,75.0
LNS11300001,1996,M06,1996 Jun,75.0
LNS11300001,1996,M07,1996 Jul,75.2
LNS11300001,1996,M08,1996 Aug,74.8
LNS11300001,1996,M09,1996 Sep,75.0
LNS11300001,1996,M10,1996 Oct,75.1
LNS11300001,1996,M11,1996 Nov,74.9
LNS11300001,1996,M12,1996 Dec,74.8
LNS11300001,1997,M01,1997 Jan,74.9
LNS11300001,1997,M02,1997 Feb,74.9
LNS11300001,1997,M03,1997 Mar,75.0
LNS11300001,1997,M04,1997 Apr,75.1
LNS11300001,1997,M05,1997 May,75.0
LNS11300001,1997,M06,1997 Jun,75.0
LNS11300001,1997,M07,1997 Jul,75.0
LNS11300001,1997,M08,1997 Aug,75.0
LNS11300001,1997,M09,1997 Sep,74.9
LNS11300001,1997,M10,1997 Oct,74.9
LNS11300001,1997,M11,1997 Nov,75.1
LNS11300001,1997,M12,1997 Dec,74.9
LNS11300001,1998,M01,1998 Jan,74.9
LNS11300001,1998,M02,1998 Feb,74.8
LNS11300001,1998,M03,1998 Mar,74.8
LNS11300001,1998,M04,1998 Apr,74.8
LNS11300001,1998,M05,1998 May,74.9
LNS11300001,1998,M06,1998 Jun,74.9
LNS11300001,1998,M07,1998 Jul,75.0
LNS11300001,1998,M08,1998 Aug,74.6
LNS11300001,1998,M09,1998 Sep,75.0
LNS11300001,1998,M10,1998 Oct,74.9
LNS11300001,1998,M11,1998 Nov,75.0
LNS11300001,1998,M12,1998 Dec,74.9
LNS11300001,1999,M01,1999 Jan,75.0
LNS11300001,1999,M02,1999 Feb,74.9
LNS11300001,1999,M03,1999 Mar,74.7
LNS11300001,1999,M04,1999 Apr,74.6
LNS11300001,1999,M05,1999 May,74.8
LNS11300001,1999,M06,1999 Jun,74.7
LNS11300001,1999,M07,1999 Jul,74.7
LNS11300001,1999,M08,1999 Aug,74.6
LNS11300001,1999,M09,1999 Sep,74.6
LNS11300001,1999,M10,1999 Oct,74.6
LNS11300001,1999,M11,1999 Nov,74.6
LNS11300001,1999,M12,1999 Dec,74.8
LNS11300001,2000,M01,2000 Jan,75.1
LNS11300001,2000,M02,2000 Feb,75.3
LNS11300001,2000,M03,2000 Mar,75.0
LNS11300001,2000,M04,2000 Apr,74.9
LNS11300001,2000,M05,2000 May,74.8
LNS11300001,2000,M06,2000 Jun,74.8
LNS11300001,2000,M07,2000 Jul,74.5
LNS11300001,2000,M08,2000 Aug,74.8
LNS11300001,2000,M09,2000 Sep,74.6
LNS11300001,2000,M10,2000 Oct,74.5
LNS11300001,2000,M11,2000 Nov,74.6
LNS11300001,2000,M12,2000 Dec,74.7
LNS11300001,2001,M01,2001 Jan,75.0
LNS11300001,2001,M02,2001 Feb,74.8
LNS11300001,2001,M03,2001 Mar,74.7
LNS11300001,2001,M04,2001 Apr,74.6
LNS11300001,2001,M05,2001 May,74.4
LNS11300001,2001,M06,2001 Jun,74.3
LNS11300001,2001,M07,2001 Jul,74.4
LNS11300001,2001,M08,2001 Aug,74.1
LNS11300001,2001,M09,2001 Sep,74.5
LNS11300001,2001,M10,2001 Oct,74.4
LNS11300001,2001,M11,2001 Nov,74.3
LNS11300001,2001,M12,2001 Dec,74.3
LNS11300001,2002,M01,2002 Jan,74.0
LNS11300001,2002,M02,2002 Feb,74.2
LNS11300001,2002,M03,2002 Mar,74.1
LNS11300001,2002,M04,2002 Apr,74.2
LNS11300001,2002,M05,2002 May,74.5
LNS11300001,2002,M06,2002 Jun,74.2
LNS11300001,2002,M07,2002 Jul,74.1
LNS11300001,2002,M08,2002 Aug,74.1
LNS11300001,2002,M09,2002 Sep,74.4
LNS11300001,2002,M10,2002 Oct,74.0
LNS11300001,2002,M11,2002 Nov,73.7
LNS11300001,2002,M12,2002 Dec,73.6
LNS11300001,2003,M01,2003 Jan,73.5
LNS11300001,2003,M02,2003 Feb,73.7
LNS11300001,2003,M03,2003 Mar,73.3
LNS11300001,2003,M04,2003 Apr,73.6
LNS11300001,2003,M05,2003 May,73.6
LNS11300001,2003,M06,2003 Jun,73.6
LNS11300001,2003,M07,2003 Jul,73.4
LNS11300001,2003,M08,2003 Aug,73.3
LNS11300001,2003,M09,2003 Sep,73.6
LNS11300001,2003,M10,2003 Oct,73.4
LNS11300001,2003,M11,2003 Nov,73.6
LNS11300001,2003,M12,2003 Dec,73.5
LNS11300001,2004,M01,2004 Jan,73.7
LNS11300001,2004,M02,2004 Feb,73.2
LNS11300001,2004,M03,2004 Mar,73.2
LNS11300001,2004,M04,2004 Apr,73.1
LNS11300001,2004,M05,2004 May,73.1
LNS11300001,2004,M06,2004 Jun,73.3
LNS11300001,2004,M07,2004 Jul,73.5
LNS11300001,2004,M08,2004 Aug,73.4
LNS11300001,2004,M09,2004 Sep,73.2
LNS11300001,2004,M10,2004 Oct,73.3
LNS11300001,2004,M11,2004 Nov,73.5
LNS11300001,2004,M12,2004 Dec,73.2
LNS11300001,2005,M01,2005 Jan,73.0
LNS11300001,2005,M02,2005 Feb,73.2
LNS11300001,2005,M03,2005 Mar,73.2
LNS11300001,2005,M04,2005 Apr,73.4
LNS11300001,2005,M05,2005 May,73.5
LNS11300001,2005,M06,2005 Jun,73.4
LNS11300001,2005,M07,2005 Jul,73.4
LNS11300001,2005,M08,2005 Aug,73.5
LNS11300001,2005,M09,2005 Sep,73.3
LNS11300001,2005,M10,2005 Oct,73.2
LNS11300001,2005,M11,2005 Nov,73.2
LNS11300001,2005,M12,2005 Dec,73.2
LNS11300001,2006,M01,2006 Jan,73.4
LNS11300001,2006,M02,2006 Feb,73.5
LNS11300001,2006,M03,2006 Mar,73.6
LNS11300001,2006,M04,2006 Apr,73.5
LNS11300001,2006,M05,2006 May,73.5
LNS11300001,2006,M06,2006 Jun,73.4
LNS11300001,2006,M07,2006 Jul,73.1
LNS11300001,2006,M08,2006 Aug,73.4
LNS11300001,2006,M09,2006 Sep,73.4
LNS11300001,2006,M10,2006 Oct,73.4
LNS11300001,2006,M11,2006 Nov,73.5
LNS11300001,2006,M12,2006 Dec,73.7
LNS11300001,2007,M01,2007 Jan,73.8
LNS11300001,2007,M02,2007 Feb,73.6
LNS11300001,2007,M03,2007 Mar,73.5
LNS11300001,2007,M04,2007 Apr,73.4
LNS11300001,2007,M05,2007 May,73.2
LNS11300001,2007,M06,2007 Jun,73.3
LNS11300001,2007,M07,2007 Jul,73.1
LNS11300001,2007,M08,2007 Aug,72.8
LNS11300001,2007,M09,2007 Sep,73.0
LNS11300001,2007,M10,2007 Oct,72.9
LNS11300001,2007,M11,2007 Nov,73.1
LNS11300001,2007,M12,2007 Dec,73.1
LNS11300001,2008,M01,2008 Jan,73.4
LNS11300001,2008,M02,2008 Feb,73.1
LNS11300001,2008,M03,2008 Mar,73.1
LNS11300001,2008,M04,2008 Apr,72.9
LNS11300001,2008,M05,2008 May,73.1
LNS11300001,2008,M06,2008 Jun,73.0
LNS11300001,2008,M07,2008 Jul,73.1
LNS11300001,2008,M08,2008 Aug,72.9
LNS11300001,2008,M09,2008 Sep,72.9
LNS11300001,2008,M10,2008 Oct,72.9
LNS11300001,2008,M11,2008 Nov,72.7
LNS11300001,2008,M12,2008 Dec,72.5
LNS11300001,2009,M01,2009 Jan,72.4
LNS11300001,2009,M02,2009 Feb,72.4
LNS11300001,2009,M03,2009 Mar,72.1
LNS11300001,2009,M04,2009 Apr,72.3
LNS11300001,2009,M05,2009 May,72.4
LNS11300001,2009,M06,2009 Jun,72.2
LNS11300001,2009,M07,2009 Jul,72.0
LNS11300001,2009,M08,2009 Aug,72.0
LNS11300001,2009,M09,2009 Sep,71.7
LNS11300001,2009,M10,2009 Oct,71.6
LNS11300001,2009,M11,2009 Nov,71.5
LNS11300001,2009,M12,2009 Dec,71.0
LNS11300001,2010,M01,2010 Jan,71.2
LNS11300001,2010,M02,2010 Feb,71.2
LNS11300001,2010,M03,2010 Mar,71.4
LNS11300001,2010,M04,2010 Apr,71.8
LNS11300001,2010,M05,2010 May,71.4
LNS11300001,2010,M06,2010 Jun,71.1
LNS11300001,2010,M07,2010 Jul,71.2
LNS11300001,2010,M08,2010 Aug,71.3
LNS11300001,2010,M09,2010 Sep,71.1
LNS11300001,2010,M10,2010 Oct,70.8
LNS11300001,2010,M11,2010 Nov,70.9
LNS11300001,2010,M12,2010 Dec,70.7
LNS11300001,2011,M01,2011 Jan,70.5
LNS11300001,2011,M02,2011 Feb,70.5
LNS11300001,2011,M03,2011 Mar,70.4
LNS11300001,2011,M04,2011 Apr,70.5
LNS11300001,2011,M05,2011 May,70.5
LNS11300001,2011,M06,2011 Jun,70.4
LNS11300001,2011,M07,2011 Jul,70.3
LNS11300001,2011,M08,2011 Aug,70.5
LNS11300001,2011,M09,2011 Sep,70.5
LNS11300001,2011,M10,2011 Oct,70.4
LNS11300001,2011,M11,2011 Nov,70.5
LNS11300001,2011,M12,2011 Dec,70.5
LNS11300001,2012,M01,2012 Jan,70.2
LNS11300001,2012,M02,2012 Feb,70.2
LNS11300001,2012,M03,2012 Mar,70.2
LNS11300001,2012,M04,2012 Apr,70.1
LNS11300001,2012,M05,2012 May,70.2
LNS11300001,2012,M06,2012 Jun,70.3
LNS11300001,2012,M07,2012 Jul,70.2
LNS11300001,2012,M08,2012 Aug,69.9
LNS11300001,2012,M09,2012 Sep,70.1
LNS11300001,2012,M10,2012 Oct,70.3
LNS11300001,2012,M11,2012 Nov,70.1
LNS11300001,2012,M12,2012 Dec,70.1
LNS11300001,2013,M01,2013 Jan,70.3
LNS11300001,2013,M02,2013 Feb,70.0
LNS11300001,2013,M03,2013 Mar,69.7
LNS11300001,2013,M04,2013 Apr,69.9
LNS11300001,2013,M05,2013 May,69.9
LNS11300001,2013,M06,2013 Jun,69.9
LNS11300001,2013,M07,2013 Jul,69.8
LNS11300001,2013,M08,2013 Aug,69.6
LNS11300001,2013,M09,2013 Sep,69.8
LNS11300001,2013,M10,2013 Oct,69.2
LNS11300001,2013,M11,2013 Nov,69.5
LNS11300001,2013,M12,2013 Dec,69.2
LNS11300001,2014,M01,2014 Jan,69.2
LNS11300001,2014,M02,2014 Feb,69.0
LNS11300001,2014,M03,2014 Mar,69.4
LNS11300001,2014,M04,2014 Apr,69.0
LNS11300001,2014,M05,2014 May,69.1
LNS11300001,2014,M06,2014 Jun,69.2
LNS11300001,2014,M07,2014 Jul,69.3
LNS11300001,2014,M08,2014 Aug,69.4
LNS11300001,2014,M09,2014 Sep,69.2
LNS11300001,2014,M10,2014 Oct,69.2
LNS11300001,2014,M11,2014 Nov,69.2
LNS11300001,2014,M12,2014 Dec,69.3
LNS11300001,2015,M01,2015 Jan,69.3
LNS11300001,2015,M02,2015 Feb,69.2
LNS11300001,2015,M03,2015 Mar,69.1
LNS11300001,2015,M04,2015 Apr,69.3
LNS11300001,2015,M05,2015 May,69.4
LNS11300001,2015,M06,2015 Jun,69.0
LNS11300001,2015,M07,2015 Jul,69.0
LNS11300001,2015,M08,2015 Aug,69.0
LNS11300001,2015,M09,2015 Sep,68.8
LNS11300001,2015,M10,2015 Oct,68.8
LNS11300001,2015,M11,2015 Nov,68.7
LNS11300001,2015,M12,2015 Dec,69.0
LNS11300001,2016,M01,2016 Jan,68.9
LNS11300001,2016,M02,2016 Feb,69.2
LNS11300001,2016,M03,2016 Mar,69.3
LNS11300001,2016,M04,2016 Apr,69.3
LNS11300001,2016,M05,2016 May,69.0
LNS11300001,2016,M06,2016 Jun,69.3
LNS11300001,2016,M07,2016 Jul,69.3
LNS11300001,2016,M08,2016 Aug,69.3
LNS11300001,2016,M09,2016 Sep,69.3
LNS11300001,2016,M10,2016 Oct,69.2
LNS11300001,2016,M11,2016 Nov,69.0
LNS11300001,2016,M12,2016 Dec,69.0
LNS11300001,2017,M01,2017 Jan,69.1
LNS11300001,2017,M02,2017 Feb,69.2
LNS11300001,2017,M03,2017 Mar,69.1
LNS11300001,2017,M04,2017 Apr,69.2
LNS11300001,2017,M05,2017 May,69.0
LNS11300001,2017,M06,2017 Jun,69.1
LNS11300001,2017,M07,2017 Jul,69.0
LNS11300001,2017,M08,2017 Aug,69.1
LNS11300001,2017,M09,2017 Sep,69.3
LNS11300001,2017,M10,2017 Oct,69.0
LNS11300001,2017,M11,2017 Nov,68.9
LNS11300001,2017,M12,2017 Dec,69.0
LNS11300001,2018,M01,2018 Jan,69.0
LNS11300001,2018,M02,2018 Feb,69.3
LNS11300001,2018,M03,2018 Mar,69.2
LNS11300001,2018,M04,2018 Apr,69.3
LNS11300001,2018,M05,2018 May,69.3
LNS11300001,2018,M06,2018 Jun,69.2
LNS11300001,2018,M07,2018 Jul,68.9
LNS11300001,2018,M08,2018 Aug,68.8
LNS11300001,2018,M09,2018 Sep,68.8
LNS11300001,2018,M10,2018 Oct,68.9
LNS11300001,2018,M11,2018 Nov,68.9
LNS11300001,2018,M12,2018 Dec,69.0
LNS11300001,2019,M01,2019 Jan,69.1
LNS11300001,2019,M02,2019 Feb,69.0
LNS11300001,2019,M03,2019 Mar,69.0
LNS11300001,2019,M04,2019 Apr,68.9
LNS11300001,2019,M05,2019 May,69.1
LNS11300001,2019,M06,2019 Jun,69.2
LNS11300001,2019,M07,2019 Jul,69.4
LNS11300001,2019,M08,2019 Aug,69.2
LNS11300001,2019,M09,2019 Sep,69.2
LNS11300001,2019,M10,2019 Oct,69.2
LNS11300001,2019,M11,2019 Nov,69.3
LNS11300001,2019,M12,2019 Dec,69.2
LNS11300001,2020,M01,2020 Jan,69.2
LNS11300001,2020,M02,2020 Feb,69.1
LNS11300001,2020,M03,2020 Mar,68.4
LNS11300001,2020,M04,2020 Apr,66.1
LNS11300001,2020,M05,2020 May,66.7
LNS11300001,2020,M06,2020 Jun,67.3
LNS11300001,2020,M07,2020 Jul,67.3
LNS11300001,2020,M08,2020 Aug,67.7
LNS11300001,2020,M09,2020 Sep,67.5
LNS11300001,2020,M10,2020 Oct,67.8
LNS11300001,2020,M11,2020 Nov,67.5
LNS11300001,2020,M12,2020 Dec,67.4
LNS11300001,2021,M01,2021 Jan,67.4
LNS11300001,2021,M02,2021 Feb,67.3
LNS11300001,2021,M03,2021 Mar,67.1
LNS11300001,2021,M04,2021 Apr,67.5
LNS11300001,2021,M05,2021 May,67.6
LNS11300001,2021,M06,2021 Jun,67.6
LNS11300001,2021,M07,2021 Jul,67.8
LNS11300001,2021,M08,2021 Aug,67.8
LNS11300001,2021,M09,2021 Sep,67.7
LNS11300001,2021,M10,2021 Oct,67.7
LNS11300001,2021,M11,2021 Nov,67.9
LNS11300001,2021,M12,2021 Dec,67.8
LNS11300001,2022,M01,2022 Jan,67.8
LNS11300001,2022,M02,2022 Feb,68.2
LNS11300001,2022,M03,2022 Mar,68.1
LNS11300001,2022,M04,2022 Apr,67.9
LNS11300001,2022,M05,2022 May,68.0
LNS11300001,2022,M06,2022 Jun,67.8
LNS11300001,2022,M07,2022 Jul,67.7
LNS11300001,2022,M08,2022 Aug,67.8
LNS11300001,2022,M09,2022 Sep,68.0
LNS11300001,2022,M10,2022 Oct,68.1
LNS11300001,2022,M11,2022 Nov,68.0
LNS11300001,2022,M12,2022 Dec,68.1
LNS11300001,2023,M01,2023 Jan,68.0
LNS11300001,2023,M02,2023 Feb,68.1
LNS11300001,2023,M03,2023 Mar,68.3
LNS11300001,2023,M04,2023 Apr,68.1
LNS11300001,2023,M05,2023 May,68.1
LNS11300001,2023,M06,2023 Jun,68.0
LNS11300001,2023,M07,2023 Jul,68.0
LNS11300001,2023,M08,2023 Aug,68.1
LNS11300001,2023,M09,2023 Sep,68.2
LNS11300001,2023,M10,2023 Oct,67.9
LNS11300001,2023,M11,2023 Nov,68.4
LNS11300001,2023,M12,2023 Dec,68.1
LNS11300001,2024,M01,2024 Jan,67.9
LNS11300001,2024,M02,2024 Feb,67.8
LNS11300001,2024,M03,2024 Mar,68.1
LNS11300001,2024,M04,2024 Apr,67.9
LNS11300001,2024,M05,2024 May,67.8
LNS11300001,2024,M06,2024 Jun,68.1
LNS11300001,2024,M07,2024 Jul,68.1
LNS11300001,2024,M08,2024 Aug,67.8
LNS11300001,2024,M09,2024 Sep,68.1
LNS11300001,2024,M10,2024 Oct,68.1
LNS11300001,2024,M11,2024 Nov,67.9
LNS11300001,2024,M12,2024 Dec,67.9
LNS11300001,2025,M01,2025 Jan,68.0
LNS11300001,2025,M02,2025 Feb,67.7
LNS11300001,2025,M03,2025 Mar,67.8
LNS11300001,2025,M04,2025 Apr,68.0
LNS11300001,2025,M05,2025 May,67.8
LNS11300001,2025,M06,2025 Jun,67.8
LNS11300001,2025,M07,2025 Jul,67.7
LNS11300001,2025,M08,2025 Aug,67.9
LNS11300001,2025,M09,2025 Sep,67.8
LNS11300001,2025,M10,2025 Oct,-
LNS11300001,2025,M11,2025 Nov,67.7
LNS11300001,2025,M12,2025 Dec,67.7
LNS11300002,1948,M01,1948 Jan,32.0
LNS11300002,1948,M02,1948 Feb,32.4
LNS11300002,1948,M03,1948 Mar,32.1
LNS11300002,1948,M04,1948 Apr,33.0
LNS11300002,1948,M05,1948 May,32.0
LNS11300002,1948,M06,1948 Jun,33.4
LNS11300002,1948,M07,1948 Jul,33.4
LNS11300002,1948,M08,1948 Aug,32.7
LNS11300002,1948,M09,1948 Sep,33.0
LNS11300002,1948,M10,1948 Oct,32.4
LNS11300002,1948,M11,1948 Nov,32.6
LNS11300002,1948,M12,1948 Dec,33.0
LNS11300002,1949,M01,1949 Jan,32.6
LNS11300002,1949,M02,1949 Feb,33.0
LNS11300002,1949,M03,1949 Mar,33.0
LNS11300002,1949,M04,1949 Apr,32.8
LNS11300002,1949,M05,1949 May,33.1
LNS11300002,1949,M06,1949 Jun,32.8
LNS11300002,1949,M07,1949 Jul,33.4
LNS11300002,1949,M08,1949 Aug,33.5
LNS11300002,1949,M09,1949 Sep,33.4
LNS11300002,1949,M10,1949 Oct,33.6
LNS11300002,1949,M11,1949 Nov,33.7
LNS11300002,1949,M12,1949 Dec,33.5
LNS11300002,1950,M01,1950 Jan,33.4
LNS11300002,1950,M02,1950 Feb,33.4
LNS11300002,1950,M03,1950 Mar,33.2
LNS11300002,1950,M04,1950 Apr,33.9
LNS11300002,1950,M05,1950 May,33.6
LNS11300002,1950,M06,1950 Jun,34.2
LNS11300002,1950,M07,1950 Jul,33.7
LNS11300002,1950,M08,1950 Aug,34.1
